"age","id","Language","vowel","step","accuracy","RT","target","response"
35.5,"17Italian","Italian","[i]",2,0,962.9,"different","same"
35.5,"17Italian","Italian","[ʉ]",8,1,653,"different","different"
35.5,"17Italian","Italian","[ʉ]",6,1,594.1,"different","different"
35.5,"17Italian","Italian","[ʉ]",3,1,232.7,"different","different"
35.5,"17Italian","Italian","[y]",2,1,507.3,"different","different"
35.5,"17Italian","Italian","[ʉ]",2,1,723.4,"different","different"
21.5,"39Italian","Italian","[y]",1,0,476.4,"different","same"
21.5,"39Italian","Italian","[ʉ]",3,0,482.5,"different","same"
21.5,"39Italian","Italian","[i]",4,0,455.5,"different","same"
21.5,"39Italian","Italian","[i]",2,0,414.7,"different","same"
21.5,"39Italian","Italian","[ʉ]",8,1,549.4,"different","different"
21.5,"39Italian","Italian","[y]",3,1,543.7,"different","different"
21.5,"39Italian","Italian","[y]",5,1,542.2,"different","different"
21.5,"39Italian","Italian","[ʉ]",0,1,447.4,"same","same"
21.5,"39Italian","Italian","[i]",7,1,502.6,"different","different"
21.5,"39Italian","Italian","[i]",0,1,436.3,"same","same"
21.5,"39Italian","Italian","[ʉ]",4,0,480.7,"different","same"
21.5,"39Italian","Italian","[ʉ]",0,1,443.4,"same","same"
21.5,"39Italian","Italian","[ʉ]",5,1,519.3,"different","different"
21.5,"39Italian","Italian","[ʉ]",6,1,488.6,"different","different"
21.5,"39Italian","Italian","[i]",1,0,594.8,"different","same"
21.5,"39Italian","Italian","[u]",0,1,430.2,"same","same"
21.5,"39Italian","Italian","[i]",8,1,521.5,"different","different"
21.5,"39Italian","Italian","[y]",6,1,551.1,"different","different"
21.5,"39Italian","Italian","[y]",0,1,561.3,"same","same"
21.5,"39Italian","Italian","[y]",2,0,468.3,"different","same"
21.5,"39Italian","Italian","[ʉ]",2,0,253.8,"different","same"
21.5,"39Italian","Italian","[i]",5,1,996,"different","different"
21.5,"39Italian","Italian","[y]",0,1,476.6,"same","same"
21.5,"39Italian","Italian","[ʉ]",1,0,445.5,"different","same"
21.5,"39Italian","Italian","[u]",0,1,388.8,"same","same"
21.5,"39Italian","Italian","[i]",6,1,484.5,"different","different"
21.5,"39Italian","Italian","[y]",4,1,502.6,"different","different"
21.5,"39Italian","Italian","[i]",0,1,384.9,"same","same"
21.5,"39Italian","Italian","[i]",3,1,462,"different","different"
21.5,"39Italian","Italian","[ʉ]",7,1,601,"different","different"
21.5,"61Italian","Italian","[y]",6,1,516.2,"different","different"
21.5,"61Italian","Italian","[ʉ]",7,1,624,"different","different"
21.5,"61Italian","Italian","[y]",3,1,1023.3,"different","different"
21.5,"61Italian","Italian","[ʉ]",0,1,517.8,"same","same"
21.5,"61Italian","Italian","[ʉ]",8,1,649.8,"different","different"
21.5,"61Italian","Italian","[ʉ]",2,0,494.1,"different","same"
21.5,"61Italian","Italian","[ʉ]",1,0,582.5,"different","same"
21.5,"61Italian","Italian","[i]",0,1,579.8,"same","same"
21.5,"61Italian","Italian","[i]",4,1,515.1,"different","different"
21.5,"61Italian","Italian","[i]",1,0,599,"different","same"
21.5,"61Italian","Italian","[y]",4,0,702.8,"different","same"
21.5,"61Italian","Italian","[i]",6,0,548.8,"different","same"
21.5,"61Italian","Italian","[i]",7,1,554.5,"different","same"
21.5,"61Italian","Italian","[ʉ]",0,1,568.3,"same","same"
21.5,"61Italian","Italian","[y]",1,0,733.1,"different","same"
21.5,"61Italian","Italian","[u]",0,1,413.9,"same","same"
21.5,"61Italian","Italian","[i]",8,1,791.5,"different","different"
21.5,"61Italian","Italian","[y]",2,1,582.3,"different","different"
21.5,"61Italian","Italian","[i]",0,1,271.8,"same","same"
21.5,"61Italian","Italian","[y]",0,1,461.6,"same","same"
21.5,"61Italian","Italian","[u]",0,1,464.7,"same","same"
21.5,"61Italian","Italian","[y]",5,1,537,"different","different"
21.5,"61Italian","Italian","[i]",5,1,505.4,"different","same"
21.5,"61Italian","Italian","[i]",3,0,632.3,"different","same"
21.5,"61Italian","Italian","[ʉ]",4,1,581.6,"different","different"
21.5,"61Italian","Italian","[ʉ]",3,1,520,"different","different"
21.5,"61Italian","Italian","[y]",0,1,513.3,"same","same"
21.5,"61Italian","Italian","[i]",2,0,428.9,"different","same"
21.5,"61Italian","Italian","[ʉ]",6,1,577,"different","different"
21.5,"61Italian","Italian","[ʉ]",5,1,617,"different","different"
21.5,"60Italian","Italian","[i]",0,1,915.6,"same","same"
21.5,"60Italian","Italian","[y]",4,1,313.1,"different","different"
21.5,"60Italian","Italian","[y]",1,0,660.5,"different","same"
21.5,"60Italian","Italian","[y]",6,1,614,"different","different"
21.5,"60Italian","Italian","[ʉ]",5,1,672.8,"different","different"
21.5,"60Italian","Italian","[u]",0,1,462.4,"same","same"
21.5,"60Italian","Italian","[ʉ]",3,0,486.9,"different","same"
21.5,"60Italian","Italian","[y]",0,1,730.5,"same","same"
21.5,"60Italian","Italian","[y]",2,0,629.8,"different","same"
21.5,"60Italian","Italian","[y]",5,0,682.7,"different","same"
21.5,"60Italian","Italian","[ʉ]",0,1,766.7,"same","same"
21.5,"60Italian","Italian","[y]",0,1,753.9,"same","same"
21.5,"60Italian","Italian","[ʉ]",8,1,615.5,"different","different"
21.5,"60Italian","Italian","[ʉ]",0,1,459,"same","same"
21.5,"60Italian","Italian","[ʉ]",2,0,517.9,"different","same"
21.5,"60Italian","Italian","[i]",5,1,500.1,"different","different"
21.5,"60Italian","Italian","[ʉ]",4,1,785,"different","different"
21.5,"60Italian","Italian","[ʉ]",1,0,753.2,"different","same"
21.5,"60Italian","Italian","[i]",6,1,495,"different","different"
21.5,"60Italian","Italian","[i]",2,1,778,"different","different"
21.5,"60Italian","Italian","[ʉ]",6,0,1011.8,"different","same"
21.5,"60Italian","Italian","[i]",7,0,492.2,"different","different"
21.5,"60Italian","Italian","[u]",0,1,429.4,"same","same"
21.5,"60Italian","Italian","[ʉ]",7,1,557.1,"different","different"
21.5,"60Italian","Italian","[i]",3,0,457.5,"different","same"
21.5,"60Italian","Italian","[y]",3,1,497,"different","different"
21.5,"60Italian","Italian","[i]",1,0,435.7,"different","same"
21.5,"60Italian","Italian","[i]",8,1,527.5,"different","different"
21.5,"60Italian","Italian","[i]",4,1,499.8,"different","different"
21.5,"60Italian","Italian","[i]",0,1,390.6,"same","same"
35.5,"74Italian","Italian","[i]",2,0,513.5,"different","same"
35.5,"74Italian","Italian","[i]",5,0,376.1,"different","same"
35.5,"74Italian","Italian","[y]",3,0,389.3,"different","same"
35.5,"74Italian","Italian","[ʉ]",8,1,530.4,"different","different"
35.5,"74Italian","Italian","[i]",0,1,445,"same","same"
35.5,"74Italian","Italian","[i]",6,1,506.8,"different","different"
35.5,"74Italian","Italian","[y]",2,0,505.6,"different","same"
35.5,"74Italian","Italian","[i]",4,0,441.1,"different","same"
35.5,"74Italian","Italian","[y]",0,1,767.5,"same","same"
35.5,"74Italian","Italian","[u]",0,1,590.9,"same","same"
35.5,"74Italian","Italian","[i]",8,1,487.9,"different","different"
35.5,"74Italian","Italian","[ʉ]",1,0,427.5,"different","same"
35.5,"74Italian","Italian","[y]",4,0,425.6,"different","same"
35.5,"74Italian","Italian","[ʉ]",3,1,355.7,"different","different"
35.5,"74Italian","Italian","[y]",1,0,394.4,"different","same"
35.5,"74Italian","Italian","[u]",0,1,395.4,"same","same"
35.5,"74Italian","Italian","[y]",6,1,503.2,"different","different"
35.5,"74Italian","Italian","[ʉ]",2,1,449.9,"different","different"
35.5,"74Italian","Italian","[y]",0,1,567.3,"same","same"
35.5,"74Italian","Italian","[ʉ]",6,1,562.3,"different","different"
35.5,"74Italian","Italian","[i]",7,1,424.1,"different","different"
35.5,"74Italian","Italian","[ʉ]",7,1,318.9,"different","different"
35.5,"74Italian","Italian","[ʉ]",5,1,529.2,"different","different"
35.5,"74Italian","Italian","[i]",0,1,432,"same","same"
35.5,"74Italian","Italian","[i]",3,1,457.8,"different","different"
35.5,"74Italian","Italian","[ʉ]",4,1,502.5,"different","different"
35.5,"74Italian","Italian","[ʉ]",0,1,478.7,"same","same"
35.5,"74Italian","Italian","[i]",1,0,419,"different","same"
35.5,"74Italian","Italian","[y]",5,1,503,"different","different"
35.5,"74Italian","Italian","[ʉ]",0,1,419.7,"same","same"
35.5,"88Italian","Italian","[i]",4,1,434,"different","different"
35.5,"88Italian","Italian","[ʉ]",5,1,952,"different","different"
35.5,"88Italian","Italian","[ʉ]",7,1,823,"different","different"
35.5,"88Italian","Italian","[y]",0,1,569,"same","same"
35.5,"88Italian","Italian","[ʉ]",2,0,529,"different","same"
35.5,"88Italian","Italian","[ʉ]",4,1,796,"different","different"
35.5,"88Italian","Italian","[ʉ]",3,0,455,"different","same"
35.5,"88Italian","Italian","[i]",3,1,585,"different","different"
35.5,"88Italian","Italian","[y]",0,1,713,"same","same"
35.5,"88Italian","Italian","[y]",2,0,928,"different","same"
35.5,"88Italian","Italian","[i]",8,1,956,"different","different"
35.5,"88Italian","Italian","[i]",7,1,859,"different","different"
35.5,"88Italian","Italian","[y]",3,0,698,"different","same"
35.5,"88Italian","Italian","[ʉ]",6,1,838,"different","different"
35.5,"88Italian","Italian","[i]",5,1,497,"different","different"
35.5,"88Italian","Italian","[y]",6,1,873,"different","different"
35.5,"88Italian","Italian","[i]",0,1,532,"same","same"
35.5,"88Italian","Italian","[ʉ]",8,1,840,"different","different"
35.5,"88Italian","Italian","[u]",0,1,996,"same","same"
35.5,"88Italian","Italian","[i]",0,1,594,"same","same"
35.5,"88Italian","Italian","[ʉ]",0,1,1121,"same","same"
35.5,"88Italian","Italian","[y]",5,1,750,"different","different"
35.5,"88Italian","Italian","[i]",2,1,267,"different","different"
35.5,"88Italian","Italian","[y]",4,0,604,"different","same"
35.5,"88Italian","Italian","[i]",1,0,421,"different","same"
35.5,"88Italian","Italian","[u]",0,1,669,"same","same"
35.5,"88Italian","Italian","[y]",1,0,701,"different","same"
35.5,"88Italian","Italian","[ʉ]",0,1,618,"same","same"
35.5,"88Italian","Italian","[ʉ]",1,0,518,"different","same"
35.5,"88Italian","Italian","[i]",6,1,812,"different","different"
35.5,"72Italian","Italian","[ʉ]",0,1,696,"same","same"
35.5,"72Italian","Italian","[y]",6,1,749.2,"different","different"
35.5,"72Italian","Italian","[u]",0,1,743.8,"same","same"
35.5,"72Italian","Italian","[i]",3,0,543.8,"different","same"
35.5,"72Italian","Italian","[ʉ]",8,1,534.4,"different","different"
35.5,"72Italian","Italian","[i]",8,1,256.8,"different","different"
35.5,"72Italian","Italian","[i]",5,1,223.6,"different","different"
35.5,"72Italian","Italian","[y]",4,1,777.6,"different","different"
35.5,"72Italian","Italian","[y]",0,1,562.1,"same","same"
35.5,"72Italian","Italian","[y]",5,1,616,"different","different"
35.5,"72Italian","Italian","[i]",1,0,435.1,"different","same"
35.5,"72Italian","Italian","[ʉ]",4,1,834.1,"different","different"
35.5,"72Italian","Italian","[y]",3,1,621.1,"different","different"
35.5,"72Italian","Italian","[ʉ]",6,1,1030.9,"different","different"
35.5,"72Italian","Italian","[y]",2,0,579.3,"different","same"
35.5,"72Italian","Italian","[ʉ]",1,0,509.8,"different","same"
35.5,"72Italian","Italian","[u]",0,1,436.6,"same","same"
35.5,"72Italian","Italian","[ʉ]",5,0,498.6,"different","same"
35.5,"72Italian","Italian","[ʉ]",7,1,724.4,"different","different"
35.5,"72Italian","Italian","[ʉ]",0,1,536.3,"same","same"
35.5,"72Italian","Italian","[i]",6,1,568.8,"different","different"
35.5,"72Italian","Italian","[ʉ]",2,0,775.6,"different","same"
35.5,"72Italian","Italian","[y]",1,0,818.3,"different","same"
35.5,"72Italian","Italian","[i]",7,1,920,"different","different"
35.5,"72Italian","Italian","[i]",4,1,1085.5,"different","different"
35.5,"72Italian","Italian","[ʉ]",3,1,257.3,"different","different"
35.5,"72Italian","Italian","[i]",0,1,539.3,"same","same"
35.5,"72Italian","Italian","[i]",0,1,534.6,"same","same"
35.5,"72Italian","Italian","[y]",0,1,571.3,"same","same"
35.5,"72Italian","Italian","[i]",2,0,354.1,"different","same"
21.5,"66Italian","Italian","[ʉ]",6,1,755.1,"different","different"
21.5,"66Italian","Italian","[i]",6,1,573.9,"different","different"
21.5,"66Italian","Italian","[y]",0,1,730.6,"same","same"
21.5,"66Italian","Italian","[y]",3,1,539.9,"different","different"
21.5,"66Italian","Italian","[ʉ]",2,0,555,"different","same"
21.5,"66Italian","Italian","[i]",2,0,460.5,"different","same"
21.5,"66Italian","Italian","[ʉ]",7,1,619.2,"different","different"
21.5,"66Italian","Italian","[i]",0,1,225.4,"same","same"
21.5,"66Italian","Italian","[ʉ]",8,1,523.4,"different","different"
21.5,"66Italian","Italian","[u]",0,1,480.7,"same","same"
21.5,"66Italian","Italian","[i]",8,1,704.5,"different","different"
21.5,"66Italian","Italian","[ʉ]",0,1,409.4,"same","same"
21.5,"66Italian","Italian","[y]",4,1,247.3,"different","different"
21.5,"66Italian","Italian","[u]",0,1,451.4,"same","same"
21.5,"66Italian","Italian","[y]",2,0,467.3,"different","same"
21.5,"66Italian","Italian","[ʉ]",0,1,573.4,"same","same"
21.5,"66Italian","Italian","[y]",5,1,557.3,"different","different"
21.5,"66Italian","Italian","[i]",7,1,528.1,"different","different"
21.5,"66Italian","Italian","[y]",0,1,471.9,"same","same"
21.5,"66Italian","Italian","[ʉ]",3,0,505.9,"different","same"
21.5,"66Italian","Italian","[i]",0,1,459.5,"same","same"
21.5,"66Italian","Italian","[i]",4,1,461.5,"different","different"
21.5,"66Italian","Italian","[i]",3,1,634.1,"different","different"
21.5,"66Italian","Italian","[i]",1,0,465.2,"different","same"
21.5,"66Italian","Italian","[i]",5,1,639.5,"different","different"
21.5,"66Italian","Italian","[y]",1,0,492,"different","same"
21.5,"66Italian","Italian","[ʉ]",5,1,534.4,"different","different"
21.5,"66Italian","Italian","[y]",6,1,525.8,"different","different"
21.5,"66Italian","Italian","[ʉ]",1,0,464.1,"different","same"
21.5,"66Italian","Italian","[ʉ]",4,1,940.1,"different","different"
21.5,"58Italian","Italian","[i]",2,1,1105.2,"different","different"
21.5,"58Italian","Italian","[y]",0,1,505.3,"same","same"
21.5,"58Italian","Italian","[ʉ]",0,1,396.6,"same","same"
21.5,"58Italian","Italian","[ʉ]",1,0,483.7,"different","same"
21.5,"58Italian","Italian","[ʉ]",6,1,540,"different","different"
21.5,"58Italian","Italian","[i]",3,1,465.6,"different","different"
21.5,"58Italian","Italian","[i]",4,1,498.4,"different","different"
21.5,"58Italian","Italian","[y]",6,1,750.4,"different","different"
21.5,"58Italian","Italian","[i]",0,1,458.1,"same","same"
21.5,"58Italian","Italian","[i]",0,1,428.8,"same","same"
21.5,"58Italian","Italian","[ʉ]",8,1,599.1,"different","different"
21.5,"58Italian","Italian","[y]",4,1,523.6,"different","different"
21.5,"58Italian","Italian","[y]",5,1,553.3,"different","different"
21.5,"58Italian","Italian","[ʉ]",3,1,650.2,"different","different"
21.5,"58Italian","Italian","[y]",1,0,597.1,"different","same"
21.5,"58Italian","Italian","[i]",7,1,852.8,"different","same"
21.5,"58Italian","Italian","[ʉ]",0,1,444.7,"same","same"
21.5,"58Italian","Italian","[ʉ]",7,1,624.8,"different","different"
21.5,"58Italian","Italian","[ʉ]",2,0,468.1,"different","same"
21.5,"58Italian","Italian","[ʉ]",4,1,513,"different","different"
21.5,"58Italian","Italian","[y]",0,1,468.6,"same","same"
21.5,"58Italian","Italian","[i]",1,0,406.5,"different","same"
21.5,"58Italian","Italian","[u]",0,1,677.9,"same","same"
21.5,"58Italian","Italian","[i]",8,1,562,"different","different"
21.5,"58Italian","Italian","[y]",2,1,516.6,"different","different"
21.5,"58Italian","Italian","[i]",5,1,498.9,"different","different"
21.5,"58Italian","Italian","[ʉ]",5,1,562.8,"different","different"
21.5,"58Italian","Italian","[i]",6,1,565.4,"different","different"
21.5,"58Italian","Italian","[u]",0,1,694,"same","same"
21.5,"58Italian","Italian","[y]",3,1,538.2,"different","different"
35.5,"59Italian","Italian","[y]",0,1,700.8,"same","same"
35.5,"59Italian","Italian","[ʉ]",3,0,565,"different","same"
35.5,"59Italian","Italian","[u]",0,1,489.3,"same","same"
35.5,"59Italian","Italian","[i]",2,0,400.5,"different","same"
35.5,"59Italian","Italian","[y]",0,1,453.5,"same","same"
35.5,"59Italian","Italian","[i]",3,1,569.3,"different","different"
35.5,"59Italian","Italian","[ʉ]",5,0,467.8,"different","same"
35.5,"59Italian","Italian","[y]",2,0,451.5,"different","same"
35.5,"59Italian","Italian","[y]",1,0,461.9,"different","same"
35.5,"59Italian","Italian","[i]",0,1,406.2,"same","same"
35.5,"59Italian","Italian","[u]",0,1,455.5,"same","same"
35.5,"59Italian","Italian","[ʉ]",0,1,502.5,"same","same"
35.5,"59Italian","Italian","[i]",7,0,901.6,"different","same"
35.5,"59Italian","Italian","[ʉ]",4,0,502.6,"different","same"
35.5,"59Italian","Italian","[ʉ]",2,0,493.9,"different","same"
35.5,"59Italian","Italian","[ʉ]",6,0,520.2,"different","same"
35.5,"59Italian","Italian","[y]",5,0,770.9,"different","same"
35.5,"59Italian","Italian","[y]",6,1,745.6,"different","different"
35.5,"59Italian","Italian","[ʉ]",0,1,382.5,"same","same"
35.5,"59Italian","Italian","[i]",1,0,416.4,"different","same"
35.5,"59Italian","Italian","[i]",5,1,489,"different","different"
35.5,"59Italian","Italian","[i]",4,0,453.8,"different","same"
35.5,"59Italian","Italian","[y]",4,1,600.3,"different","different"
35.5,"59Italian","Italian","[i]",8,1,515,"different","different"
35.5,"59Italian","Italian","[i]",6,0,481,"different","same"
35.5,"59Italian","Italian","[i]",0,1,490.9,"same","same"
35.5,"59Italian","Italian","[y]",3,1,682.1,"different","different"
35.5,"59Italian","Italian","[ʉ]",8,1,1015.4,"different","different"
35.5,"59Italian","Italian","[ʉ]",7,1,804.8,"different","different"
35.5,"59Italian","Italian","[ʉ]",1,0,553.6,"different","same"
21.5,"71Italian","Italian","[u]",0,1,618.3,"same","same"
21.5,"71Italian","Italian","[i]",0,1,433.2,"same","same"
21.5,"71Italian","Italian","[i]",7,1,519.4,"different","different"
21.5,"71Italian","Italian","[ʉ]",3,0,540.1,"different","same"
21.5,"71Italian","Italian","[u]",0,1,428.9,"same","same"
21.5,"71Italian","Italian","[ʉ]",8,1,548.8,"different","different"
21.5,"71Italian","Italian","[y]",2,1,470.2,"different","different"
21.5,"71Italian","Italian","[y]",0,1,438.9,"same","same"
21.5,"71Italian","Italian","[i]",0,1,403.5,"same","same"
21.5,"71Italian","Italian","[ʉ]",4,1,518.5,"different","different"
21.5,"71Italian","Italian","[ʉ]",6,1,616.3,"different","different"
21.5,"71Italian","Italian","[ʉ]",1,0,498.9,"different","same"
21.5,"71Italian","Italian","[y]",0,1,565.3,"same","same"
21.5,"71Italian","Italian","[ʉ]",5,1,564.6,"different","different"
21.5,"71Italian","Italian","[ʉ]",7,1,518.7,"different","different"
